text_akhir,label
girls know keep hands away faces wash know poison murder careless,-1
exactly left,0
beginning video unclear mr kim applauded direction,1
really feel sorry poor horse,-1
madhar dictator dunia,0
horse stressed,-1
ay cut russia,-1
cmon kim trust,1
serious garage karate,-1
appreciate value documentary running literally trash stop glorifying terrible people regardless want frame,1
leave long kim putin,-1
think dillema like knows god everything ends agree family executed sent prison camp something,1
inside head dictator spacious empty space divided profit profit strange thoughts middle statue,1
may take longer put together blockbuster film,1
watch opening scene shows kim really riding horse watch,0
north korea terrible naughty country feel sorry everyone whose lives truly restricted,-1
little annoyed journalist found existence uncle aunt united nations essence ananymus disappeared,-1
love kim jong un sweet,1
guys appear vertically also challenged horizontally understand north korea consistently experiences food shortages,-1
think beautiful,1
people people need remember situation everyone life different peak ask,0
donkey riding horse,0
friends like kills,1
good documentary film learned lot,1
older become supporting communism nk china keep country let system live sides world something compare mean canada liberal government forbids people traveling get failed vaccine like nk chinese policy protested froze accounts residents contributed protest war criminals something fewer democratic policy fascistnazicmunist tell democracy worst dictatorship see communism rothschild bankers manipulate whole world make people believe live free world seen news media western society call free world times,-1
chinese doll,0
imagine life struggle freedom,1
title makes look like dictators like king great king past,1
obama biggest traitor us history,0
natgeo romantizing acceptable concept nk life,1
kim jong un jong u,0
information misleading really wrong kim jong un spends childhood going school america switzerland well documented almost felt like people changed narratives old quote prove quoted publicly bbc cnn deleted strange,-1
legit world leader ridiculous,-1
called face beaten,-1
incidentally kim brothers loved family would tell siblings dictator family would safe reply least world would know happening,1
good documents positive way good job nat geo,1
much stupid music,-1
north korean government one big cults,0
humpty dumpty rides horse,0
fact stalin opening kim dynasty street,0
think reason kim wearing shirt throw everyone away,0
cares laugh loud,1
crazy brother security recruited cia,0
western secret services bring kim whenever like want need,1
think everything need wait results,0
doubt shared gun give ammunition might new north korean dictator,-1
many abandoned documentary film threadbare,-1
let dog eat kim jong un,0
take kim give dogs,0
ned p old,0
end like saddam ceausescu gaddafi next years finally takes care people poverty hunger must stop sooner later,-1
universal crime,-1
better germany today,1
dictator dilemma mind dictator piece trump last election cough american propaganda best propaganda world,1
good documentary except fact believe political word external world told americans forgiveness moral legitimacy,1
someone please translate russian ulcer ask,1
doctor filtered pretty good paints kim image real modernize anything showed could release terror regime finally finally wrong place,-1
kim yo jong looks like martin shkreli one tell opposite,1
get windows xp imagine alternative universe kim sister ruler beautiful cruel queen,1
kim buti bombylere kaza american hospital,0
lol looks short riding horse,1
tunnel theory case osama al qaeda,0
beautiful north korea majority north korea lives poverty kim family knows brainwash people freedom outside world,1
never understand man worships men happens us,-1
came time ago right wanting know swear saw tv assumed posted free youtube six days ago felt new,1
president sad say,-1
like entrance ever go game let make sound decibel levels big screen clapping hurrah leadership cult dictator silly reality except crazy government live alone,1
maybe make film canadian dictator majesty justin trudeau emperor dewa life canadian dominance think money save travel costs come make video,1
punch called journalists tells story north korea leaders remember kim killed brutal girlfriend uncle family members saw tv western leaders bad kim create documentary terrorized countries citizens central timur south america africa liars,-1
north korea mfw fricking better ski elevator bulgaria,1
like though,1
geographical channel make political statements brilliant agenda encourage bias,1
woah,0
wow sounds exactly like us economy hahaha known leader sale weapons,1
funny north south become one look like two different people even visible see military leaders standing next kim compare appearance south,1
interviewing south korean cia agents unlikely like interviewing kgb agents united states,1
respect people fear act around respect act fake afraid killed believe called punk world leaders want idolized think really want,-1
national geographic safe thank god,1
horse initially claimed compan worker video,0
people prisoners two hebrew ideologies communism capitalism,-1
wait zelensky regime,0
poor horse weight,-1
see crimes criminals sister,-1
impossible video start kim riding magnificent horse,1
want know name poison,-1
kim jong un dictator fact leader progressive far corrupt joe biden stop spreading anti asi information hatred expect imperialists nat geo,-1
words dictators piece garbage punished god,-1
halo momo chomin,0
drops,0
crazier mention oh right shhhh never said anything lol,-1
kind propaganda,1
moving along whole person nothing boat,0
feels bad see people get everything enlightened thinking ng something outside lol propaganda machine,1
someone needs take basketball kim jong un watch attitude messy yes,1
wondered allowed record video,0
hope us smart enough train teach korea defend nation n korea talk real self defense unlike afgan military put weapons surrender talib,1
make one millions indians killed america millions killed middle east want know country dector see history war lol,-1
poor poor dangerous poor people,-1
forget die one day held accountable actions,-1
know feel lot small pepe energy ask,1
earth nations punish betrayal death even enemy north korea recruited brother confirmed punished crime death country put life poor danger blame death kim accused made documentary slandered made available cost internet born analyst,-1
real sharks dictators great countries world cheap armed forces forces single meter world democracy kim jhong un much better us allies thousands times better,1
show us became fat eat,0
messy country fine lying joe biden leader worse,-1
wearing doe bandara died jean,-1
enter mind dictator one,0
comes randomly next thing know turn face,0
two years killing century joke malaysian government aware murder,-1
also one horse north korea,0
shame mankind,-1
dprk treated like cartoon west bank trust propaganda work slightest objective,1
kim jong waiting yoweri museveni,0
mention meeting president trump,0
almost felt sorry young kim jong born family prepared since born leader dictator state people mercy every leader actively chooses become cruel dictator country people exploration suffering people north korea avoided deserve better leaders,0
children cry cheer time,1
concluded iraq,0
clap time,0
omg difficult rule country,-1
put text youtube videos thank,1
moon jae taking comfortable woman case term office game changers fail,-1
get translator arabic,0
one thing deleted long time,0
true execution america united states call humanitarian crisis leader blamed,-1
interesting well documentary film national geographic want say seem strange expert someone never met seen directly heard directly even knowing anyone rather useless know recorded eyes etc intention seemed large time become expert someone,1
told one thing kim jong un may another side sister evil eyes ever seen north korea rises crazy broad takes,-1
thakkudu vava,0
north korea never like two founders need damage countries also husband army,-1
first talk peace blow building kim jong un sick,1
must remembered nothing difficult take dangerous uncertain success besides leading introduction new order innovators enemies done well old conditions lukewarm defenders might well new niccol machiavelli,1
netflix,0
north korean model many north korean secret leaders,0
look like small robot president looks like transvestite,1
person needs lot attention maybe give enough,0
usa send initial christmas prize forehead,1
stupidity,-1
bloodline war rk bro drew mcintyre million display,-1
documentary film thin school attended switzerland regular public school private school researchers clearly access google,1
real dilemma state opened people eat family alive,1
special kiwi accents,1
north korean ruler,0
come think everyone idiot gadis gadis nothing,-1
someone knows sister still single,0
russian,0
hit russia army country saved russia change government,1
north korea need turn modern society develop way improve lives people keep free corrupt modern society,1
north korea even tense china dictatorship kill even care seeing kim funny,-1
interesting well produced,1
loves country protects western culture frm say dectator democratic state president needs security protecting president commission chines feely move country without security west divided n rules n selling weapons isis talibn irque first country important whatever thought right place,1
seconds fascinated fat kids ride horse,1
brother sounded like evil criminal god wisdom like evil criminal one korean games played,-1
seems like many people never heard national geographic stupid children,-1
kim yo jong big boss actually mentioned shot,0
brother law,0
good doctor shows crime attached,-1
guy crying debris pictures later day kim ordered executed,-1
dictator bad end regime whole world places anything,-1
friend jumping whip whip,1
entered pentagon real thoughts dictators,0
dyna destroyed,-1
look michael palin monty python fame north korea uk interesting take country thom scotland,1
many pay documentary,-1
dictator never really able enjoy life always afraid friends even families willing kill take strength,-1
looks like kung fu panda riding horse,-1
know enter world,0
biomass,0
e koo,0
good start world de escalation north korean chairman kim junun start everything possible,1
democracy declared capitalist socialism dictatorship declared dictatorship proletariat,0
monkeys free long still god love fear wild punishment,1
video amazing,1
look time people stand clap sir terrible scary,-1
mean want dictator continues threaten encouraged china trump first president try free north korea biden disappeared office,1
kim yo jong evil mastermind see eyes scary,-1
inflation everywhere always monetary phenomenon,0
argument keep people bubbles,-1
man tied r shoes table left knew happening need vacation car joke,1
sure history filled people like struggle thoughts end kim dynasty roman emperor caesars jenghis khan say amounts throughout history general denominators pass history failed country thom scotland,-1
brother looks like hitler,1
cut hair lmao,1
jigit,0
sister kim came south border show foot ad n i,0
kim younger sister seems use drugs also looks scary,-1
love north korea bangladesh,1
damn assassin work papapapa,-1
please dubb hindi,1
great documentary pyongyang average north korean life please check yeonmi park channel information north korea coated actual sugar,1
currently getting good content free documentary films famous channels youtube blessing,1
little info video edited minutes still long like long documentary film happened completely,1
see muma pig riding horse,0
private cellular toilet,0
kims sister baby,0
world real,0
americans like judge president every country,1
thirty six boys even reach puberty astaga send food subversive material language,-1
fact imprisoned innocent women like frustrated thought malaysia developed,-1
soo arrested grandfather proven,-1
good documentary film different mainstream items,1
looks like group oompa loompa,1
tell kim jong un make change even though difficult know father ruled firm hand love rules fear think make change allowing people modernized willfor people may want honorarium allow family separated long years reunited love change hard needle neckthere lot struggle amongst everyone closemata see make changes see people cry crying streets celebrating extraordinary ruler let freedom want freedom worry amazing accomplishment never forgotten good luck everything know u courage know needs happen smart u obveinedplanted mind growth know making sacrifice people like captain goes ship brave u make love sent way try achieve,1
millions people died nuclear weapons persecution starforms war paranoia one friend opens benefit direct circles around population always expanded,-1
kim jung like want visit understand protection,1
made well dokumenter mazing,1
good g,1
wow surprised really said western agents like killed brother reason majority general public understood worked cia,1
fashion hessey kharaf well fahs,1
came fat joke kim found great documentary film,1
good propaganda,1
amazing see years see president carballo,1
get funny feelings negative comments dictators deleted lol,1
never knew missile testing dictatorial nature,0
good documentary interesting made well,1
wow north korean people trained obedient entrance well trained highest maggots soon feels satisfied festive applause simple hand signal takes tenth people stop work posture welcomes claims careful position,1
leader far competent biden expected trump,1
interestingly fat prerequisite becoming north korean dictator judge grandfather fat father also fat swims fat gym health complex reluctant shallow laziness,1
fact place father grandfather crimes grip ferm country country road right time,0
please share link hindi,1
great documentary film impressed accuracy information diligent enemy kim dynasty strengthens hatred jung un,1
national geographic sad,-1
use biden story,0
oil placed hand kill,-1
good thing fun flowed free watched,1
dictator series trudeau castro,0
twist one killers spoke camera good,-1
man say naughty chinky want know,1
mirror begins,0
argument argument vpriest makes dewa mono see breakfast,-1
dictatorship general repost future try maintain single man geography western makes dictatorship facts earth gravity float mind,0
everything documentary film detailed best channel,1
hello mr tuan miss nona china double citizenship china foreign china safe beach holocaust indonesia must repeated chinese must learn jews unite humble pragmatic buy quiet island southeast asia south america build federal republic china food important thing people state people wealth valuable without food empty ancient chinese countries xia shang zhou qin han sui tang song yuan ming dynasty sino japan war great people came return chen sheng wu guang bangkit yellow surban rebellion defeated yellow turban rebellion defeated king chuang seized killed people peace truth endangered people gangster land zhang liang xuanwu changed wagang army brothers wore yellow robe monk called emperor asked bowen kuomintang brothers communist parties roots hearts chinese people world connected decades offspring together kings ministers author feng xu,1
dictatorship everywhere think free become punk ruler rothchild rockefellers people like blackrock berkshire hathaway vanguard consultant groups mckinsey dictating game follow like government dolls help implement guidelines,1
sad see positive tone material presentation given people live country strength built blood river pain life destroyed destroyed look videos people record open outside positive tone propaganda nat geo effort change minds people western us world sad similarity material documentary,-1
chinese communist party mafia,1
american propaganda aim conquer north korea,-1
next time countries ask people know dictator rules country see world think,0
gift,1
see national geographic literally doll government dictator try underestimate dictators like good want sheep remain sheep truth seekers know dictator long time,1
clap force,0
trying even start convey explain explain north korea like normal people like trying explain black hole works like different time period north korea like different universe,1
wrote russia may say seems soon keep quiet,0
american propaganda movie,-1
age dynasty longer,0
propaganda msm prostitute persuaded last war last years true,-1
informative interesting documentary,1
country attack fear,-1
square head,0
countries everything make money honest country criminal part bruh,0
god great god lord muhammad akhbalah extends chair praise god ruba al amin,1
good documentary film subscribe free continue work algorithm,1
youtube continues recommend documentary watch interesting documentary,1
kim jong hasina,0
believe kim change people old guard want illegal contract stop influence cia thought could better father,-1
best documentary youtube,1
bot control lmao know,1
fuli fatijiba,0
american presidents dictators,0
maybe want learn dunk ways,1
know really likes dennis rodman,1
things people come people judge god almighty see people happy time everything,1
good documentary film visit us president north korea big surprise part said sure ordered person shot kim yo jong seems inactive,1
please upload hindi,1
sister smile pure crime like narcissistic arrogant,-1
saw face creature thought diarrhea,0
know tragic details murder,-1
talked kim jun yum yum said went china like trump,1
fact women die vx suspicious,-1
think best worry nothing smile,0
fourth largest military right,0
looked little hair ash abu,0
pure evil moral empathy sympathy people pray people outside capital hope immediately live decent life,1
lol good policy killed brother,1
bad investigated one example stated kim went normal public school switzerland completely untrue even went liebefeld steinh lzli school exclusive private school expensive,-1
clearly one eats north korea,1
documentary directed cia,0
kims sisters given opportunity,1
thank making vid o,1
harassment animals suffered horse,-1
sisters mad people,-1
sister biggest threat biggest allies,-1
kim jong un younger sister might evil know saw face psychopath,-1
mathematics teacher es missing class,-1
asking good bud n korea,1
highest power live life fear,-1
ng clearly propaganda one donates money anyone pays write narrative,1
pro american propaganda,-1
mol mouse,0
allow straighten women put toxins hands deliver manually face brother moments later died none women got bad effect destructive poison really know one camera tells story gives tears tears victims whether women fact trained really know taught keep safe poison something jiving,-1
fact person met trump gave feeling modernization,1
wish better person,1
know person make documentary secret place,0
hear jeffrey epstein island whole country,0
first murder like film style,-1
sure sister bad news,-1
makes wonder putin also tunnel,0
mention dennis rodman pres truf,0
north korean democratic republic republic name never stopped making amazed,-1
heard north korea scored federal reserve rothschilds dollars,0
another piece western propaganda bs evil brutal entering scary keyword state dictator single word actual atrocities carried us imperialist,-1
feel bodyguard training comparable navy seals training,0
one interview person,0
every time putin something militarily kim someone take something good work ng,1
lost chance,-1
man left lol also quite strange pose imagine kim feels comfortable like,1
time arrives final little fatman iction,0
putin trump kim jong un narcissistic personality pathological liar,-1
farquad,0
kim jong un needs afraid us many,0
see scale civilian riots west think personally way run north korea quite refreshing see suitable knowing place knowing purpose following leaders difficult place throughout life age years later discharged crazy democratic country made nothing pain suffering day apologize offends anyone,-1
wow want visit north korea afraid film looks fine know like real life,1
teach us school never know north korea run like,1
bp three times profit oil prices increased british government canceled anti competition law earlier year allowed oil companies basically improve prices worry north keorea anbout worried happening front door,1
face really looks like apple pai,1
narrator kim jong un really fat,0
obviously caring legs legs beautiful horse cantering hard road,1
guarantee north korea brought modern world things happen surprising surprising people finally happier finally car buy house money really spent business slowly enter bring billions still rules bend little,1
sir nepal government family video please,1
fact said reminded worst godfather film people consider one worst films decade general let know end well,-1
embassy north korea think kim jong un body bag sister,0
really dictator,0
portable toilet definitely height simple top r security steps trusting ppl,1
made america western acted like god forgot country done countries oil minerals gasoline remember syria iraq south sudan afghanistan palestinia,1
peaceful dictator must say rest peace,1
going documentary traces powerful dc family piece kim,1
exist new,0
good documentary film even though like little soft kim one mentioned hunger death people like making documentary hitler without mentioning holocaust,1
jesus like people cried funeral kim jong il pretend cry might shot like people afraid stop clapping stalin,-1
must amazed achievements korean people even though americans want destroy,0
nobody ever create beginning mt saint halens tbh looks like way,1
also tell death jeff kennedy,-1
leave north korea isolated world better,1
way dictator change visited jesus christ understand people regime defeat free understand germans follow hitler way,1
bro got advice,0
documentary far ahead time,0
missed trump,-1
funny threaten us bombs touch land declare war wipe small country map,-1
imagine went pulled horse,0
wow north korea moves forward must start giving next freedoms adding tv channels opening access internet see possibility,1
modifying corners camera soundtrack narrator looks like holly wooden film also psychopathic charismatic main leader seems like marvel thor ragnarok,1
running dry cleaners choose stereotypes,0
us must worried receiving christmas gift us imagine free rental life someone mind thought even thought north korea lmao christmas say establishment sad turn seen relationships north south become relatively good least talk temporarily entered destroyed positive progress made recent years became big mistake country progress diplomatic relations,1
say us different military budget astronomy,0
many eyes every movement behave shot location st century run hide,-1
countries cultures sometimes interesting scary like meet new people interesting want go different country talk different new people killer women frightening thing think usually stand guard violence around women,-1
young women deceived sick contact nerve agents,-1
cia anything appears plans kill europe,-1
get views north korea stomach dictator,0
lotta bot comments said documentary film made well instead saying problem parties,1
really wants change achieve little problem need trust people point must indoctrinated problem question take steps least partial trust thought would could see great benefits country free selection impossible sure get rolling ball good luck people n korean people,1
kim sister looks like prit patel evil,-1
someone pays attention women army staff wearing swollen uniforms hide thin,-1
thin,0
always hear western version story,0
photo shoot officer holding weapon saw one left aiming funny,-1
good documentary n korea,1
dare play card worse pot calls black kettle amazing llucon north korea bow influence america western take loan imf actually war power consolidated present nk unique countries lies embargo give strong sanctions want know us whatever survive iran many countries tired propaganda,-1
gangnam style nuclear weapons,-1
strangely pro korean north pro kju expected strange,-1
interesting women affected nerve agents skin,1
kim better putin us anything putin kim kill thousands,-1
world stupid killer murder conduct interviews str snitching,-1
putin also cool,1
man better lose heavy looks terrible,-1
first time done still smart,1
think need cable tv,0
criminal president listening united states bush administration clinton obama n family trump n joe biden confusing world criminal president president united states,-1
dictator traveling around world killing like westerners,-1
fat clowns surrounded millions slaves licked,0
george bush barack obama hillary clinton bill clinton donald trump n joe biden confusing confusing criminal country criminal world terrorist countries,-1
dark unpleasant music,-1
north korea best knowledge criminal country,1
think kju end isolation near future oh well many nk girls funny,1
american criminal country destroyer poor family life libya syria lebanon jordan afghan vietnam japan iraaq iran,-1
sister looks like girl plan,1
documentary dictator joe biden,0
group parents,0
north korea best country compared united states european countries criminals terrorist countries real heroes united states criminal terrorist president george bushh n barack obamas country peaceful drama criminal world,-1
aw little dictator kim,0
nakir sister kim kim yo jung,0
people protect similar sas navy seals terms hahaha,1
great program,1
americans think korea one lies made see get attention america great knew bankrupt america strong,1
west continue take dictatorship educate n korea chinese vietnam,0
good nat geo thank,1
since national geographic produces propaganda,-1
want change country,1
one next gaddafi,0
mice built,0
brought order,0
glory kim jong un,1
want know kim jong un ever played starcraft,1
better damaged democratic country seized freedom many sugar coated ways,1
anyone amber acting court horrified,-1
mother described rap,0
could end kim dynasty shameful disbelief crashed back bone,-1
forget n korea moment dictators emerged first world countries us britain canada china australia oh use violence terror govern use heavy propaganda heavy birth prohibits communication even family members know real world way controlled,-1
stop trying give conscience conscience feed people starving country evil family administration well,-1
played trump like violin,1
bad washington post part propaganda place us condition communist regime like germany job article reflects thing work destroying western politics gender socialism contributing crime area fooled,-1
planters soze dickseaturetru br,0
hope live nc,1
north korea mega prison great prison place prisoners except,-1
little sympathy killer kayakuan reason tell want cover man face several people strange substance soaping hand oh put prank tv tv hidden program really name oh know okay well put hand baby oil joke wait smell like baby oil hm oh well punished according crime impossible know would say convincing alibi,1
brb delete kim posts twitter lol,1
feel sorry horse holding fat chaos behind,-1
soon nk gets perfects hypersonic missiles likely launch missiles u,1
good video use much less adjective describing subject good,1
never saw many men without purity room except maybe us capital,0
extraordinary watch enjoy,1
much strength given punk,1
sweet princess falling love,1
japanese people saying everyone faces first show world second showed closest third show anyone natural correct version,1
cheers writers producers great documentary participants,1
well videos nk embassy staff obtained illegally unacceptable,-1
good job,1
dictatorship open dictatorship quietly things hals claiming democracy understand say,0
brother looks like crime,-1
american conqueror show,0
wow amazing documentary film,1
meanwhile cable marathon impressive something lame,1
think cia killed kim jong nam trust american tank literal cia ex agent said actually kim jong un killing brother afraid mean even wrong blame news north korea really made made,-1
dangerous,-1
chinese upright attitude prominent maintain buffer state america absolutely irrelevant terms korean politics,1
hey happy pay see documentary movies streaming platform,1
let people die indirect hunger directing word sanction food kim people smart multilevel zionist gets grip,-1
reason north korea permitted military industry complex made money,0
maybe legitimate modern leader country something offer world quite difficult people eat,-1
reminds putin photo ops everything staged sounds like communism think,1
look people live afraid life starving death,-1
requires bro completely new level,0
hail da dictator,1
really hope mention something kim jong un dennis rodman,1
adorable cruel smile,1
killer tried look funny innocent quite good cheated women,-1
justin trudeau hopes,1
hope aunt uncle safe,1
lmao national geographic strange globalist propaganda network,1
momo bechne wala dictator ban gaya,-1
uploaded,0
favorite moment nk history watch people cry kim jun il dies funny,1
highly recommend book kim jong un anna fifield also seen documentary whoever wants learn kim family established built dynasties would consider interesting also gave view average life north koreans interviewed many citizens escaped country able speak freely,1
must south korean really hates kim lol,0
kims sister shark full egomaniacal psychopath must handled disaster occurs,-1
documentary,0
boomer gen x awkward millennium kim jong un maybe,-1
boom boom branggg,0
n korea capital,0
wait episode justin trudeau,0
american democracy forced make leaders dictator day,-1
leader true hero brave,1
ball riding horse,0
lord farquaad,0
yugoslavia lybia iraq icbm nuclear western tyrannical aggression,-1
arms short fat could barely clap ceremony,0
kim jong poo,0
seems clap slowly killed,-1
learned expected,0
patient people,0
hopefully one day north korea free criminal peninsula become one korea,1
dictator free world leader mean,1
kim jung nam traitor family,0
rich remain rich poor remain poor class system exists reason individual need get prison freedom means think free still remain prison like bird cage,1
america corrupt,0
good man kim jong young like little,1
putin mine deadly combo,0
place near seal buddy gbu,0
girls lucky die chemical wanted know supposed die,-1
government begins organized crime continues organized crimes,-1
kim jong un one fat man north korea,0
everyone kim,0
insecurity never leave people never asks anything sleep thinking,-1
every country world become us leave north korea north korea america must stop attached affairs countries,-1
never understand wipe people face planet,0
none increases nk official killer deceived civilians put nerve agent hand affect wear gloves go washing hands everything looked like cover,-1
bad mind documentary lie people thinking,-1
women think joke way buy,1
kimbo good driver stole long ranger horse silver shame,-1
years old lmao,1
haha obama really begged meeting well biden trump met times like kim understands republican true american leader,1
fatiest person north korea lol,1
sure true,1
country sect,0
fantastic job video,1
interesting scary way,-1
watch video alpha make women want,1
send prize world wants see nk deting map,1
talk siblings,0
know kim swiss youth something special,1
documentary actually use,0
like hairstyle,1
put toilet eufemistically referred southern psycho attacked us pueblo defeated crew daily porridge every day almost year making mistakes probably hysterical dangerous creatures run planet never far weapons,-1
dos journalist tracks aunt uncle cia must hire,0
inspired dictators,1
ww better resolve north korean conflict,1
eventually help,1
honest want join outside world,1
die handles nerve agents,-1
hold back laughter every time see driving glorious lmao pegasus,1
came country dictator ruling disturbed people never lived socialist country communist country wanted turn us country like said people never lived come country like thankful others x worse godbless usa always defend freedom,1
lie leather jacket sweet,1
marry kim sweet brother,1
strange sisters grinned,1
brother ruined everything,-1
fourth largest army starving soldiers patty rice regimen could even practice lack ammunition killed trying leave south korea quite sure specialist seal team remove militias throughout night,-1
hope one day north koreans feel sense freedom peace,1
public drama,0
north korean female killer cool,-1
every country developed needs recognize crime poor,-1
supreme leader equal others yes way kim gets super power sect family,1
thank extraordinary decades reporting documentary capture human conditions well respect national geographic continue,1
good stuff thank,1
horse need chiropractor,0
never seen people clapped lives,0
xi jinping basically dictator think kim also try integrate like china,1
kim assassin lunatic,-1
kim jong un idol,0
like try humanize pure crime feed family members dogs hungry women children,-1
things everyone likes national geographic good work usual,1
north korea picture people focus ukraine,0
rip otto warmbier,0
table,0
kim jong un dictators killed dictatorial days lived abroad lived high life long time could opened north korea world could end like hussein front north korean court faced accusations human rights like angry gadaffi rule whatever happens honestly seeing alternatives available blame,-1
symbolically fat person throughout country president,0
kim sister gave lot vibrations azula daughter,0
illusion,0
one best documentary films ever watched year national geographic,1
noticed sister facial expression smiling like prit patel pure crime,1
national geographic hadiah world donated ask need funds,0
nightmare tong street,0
kim jong un fat spoiled child grew much privilege inappropriate ego got concept right wrong cared rich people cared stay rich,1
almost wet power,0
know crazy thing quite sure doll everyone next people call shots use use authority power even told group behind pulling string,1
rides horse make die got putin know conversations putin told make look strong,-1
love sister,1
say little girl,0
see looking around room looking unfavorable soul applauded enough,1
tour,0
good documentary honest review,1
avengers need,0
one escape tunnel china use one west side dormitory escape country last regime change,1
way avoid getting dictator choose politicians one term office,-1
dilemma kim chosen way continues dictator change anything,-1
feels like mystry takes place,1
sister husband path mao tse tung wife ends well,1
feels like packing bad jku,-1
wow scary place must respect freedom us,1
leaders chosen lead people chaotic behavior people peaceful leaders hope leaders lead death without caring regret,-1
always invalid tough like tough men full fear self hatred,-1
kim dynasties feasible must marinated,0
cia hypocrisy west embarrassing way death ghudaffis camera engineered america,-1
wait put oil hand nerve agent die exposure kim jong un brother hit,-1
result soviet union alias russia,0
change korea video always new things forget let world government deal hurt kim feed narcissism reporter beautiful mention friend,1
great informative,1
looks funny ridin dat horssssss,1
kim jong really looks like human hotdog oily,1
anyone rule nk get bad haircut,-1
calling two young women female killers lot innit innocent pioners evil games know partying imagine overcome darkness near future,-1
one trusts western propaganda lose credibility matters called war terror,-1
sister cool respect,1
nuclear weapon even electricity north korea government chickens cows meat eggs rare like coherent biden speech nuclear things used virtual clubs long public believes media lying,-1
looks good,1
difference us president kim jong thing,0
honest makes sad everyone really brings new meaning called prisoner country,-1
ever learned anything putin war ukraine nk army bad attack south worse russia leaders care people,-1
one worst documentary films dprk natgeo became current western company disney believe would fully biased communists nk,-1
understand trump feels happy thinks kim damaged children parents created malignant narcissism,1
th largest military world using drugs bro,0
everyone must fight kim,-1
good history culture,1
might want save funds bread sending us christmas gifts,1
man hair head looks like minecraft character,1
bravo,0
dude looks like badass horse honestly lol,1
submit nuclear die happen putin uses nuclear ukraine anyone,-1
man claims tv producer asks take photo shoot comedy event make person considers truth goes makes people fun airport armed security bring well joke knew murderer needed locked,1
nothing like taking photos everyone pointing gun faces,-1
images amazing,1
reason believe story thought,0
truly extraordinary documentary film thank,1
pure propaganda brainwashing nazigraphic nazigraphic fraud,-1
well let meet capital north korea new year,1
god go first book,1
everyone north korea national geography show kim mind,0
hand die,-1
never seen propaganda well group b,0
know difference us north korea second day dictatorial country,0
stepbrother talking cia,0
poor horse last heard horse still went chiropractor every week,-1
unfortunately korean people see one documentary,-1
tunnels everywhere buster bunker bombs made,0
hurry launch nuclear blah blah blah blah,-1
kim jong un may happy see basis made claim,1
waiting translation russia,0
western world needs enemy support military support putin angry,-1
dictator biased film say american president dictator simple man,-1
sure us government never killed imprison informant,1
hindu muslim politics discrimination media propaganda rules peaceful,1
person imperialism bought,0
lift embargo north korea,0
one dollar time narrator says like grandfather father really tried points,1
need fire hairdressers,-1
national geographic many magazines bordering thick yellow thank everything,1
people invest chinese chinese companies stupid,-1
get property pliist f,0
cool guy,1
hermit government rules good friend country cuba,1
justin trudeau,0
first everyone clapped someone crowd looked like,1
interview seth rogen good film parody leader actors describe leader numb work well video national geographic sholuld added little humor worse spoiled children child grows growing bs bs,1
millions suffering clown would one biggest social political experiments time,-1
kim never wrong hypocrites north korea north korean people always want create chaos people introduce evil forces leading talk british leadership lead long time discuss damaged family north love much life kimjong un,-1
actually good one,1
know soon kim jong un dies takes everything,0
president dictator nationalist reason west calls dictator,0
western media permanently draws negative images one country something suspicious,-1
curious attacked kim jung nam checmical poison seemed like immediately stretched aid went medical center airport could save maybe know cause delayed golden time know position could anything,-1
even dictatorship power always given others radical changes always create conflict dictator mean death,-1
years whether must osama bin laden release head combine south north,0
least better father grandfather,-1
innocent girls killers affected oils hands,-1
please translate spanish,1
elephant horse,0
although interesting appearance kim dictator nat geo gives sterilized appearance country see arrogant military parade propaganda photo shoot smiling leader sure kim happy see depiction international media listen north korean defenders interview naomi park joe rogan paints picture hellscape dystopian world dead bodies hunger streets country gripped hunger death despair outside imagination beggar hunger streets really able hang outside bodies beg memo food dying breath nat geo talks kim bring north korea modern world interacting global leaders describe better eyes world say anything kim stop washing brain making oppressed countries earth indeed human history kim one brutal evil abimals ever known world documentary border propaganda nothing display see appearance propaganda carefully cared exactly want see discuss hitler without discussing horror holocaust hate arya jews discuss kim without discussing true horror brought country nat geo called dictator harm public actually talking crime humanity done sure film crew permitted show horror must mention part public voice make world conscious,-1
omg terrorist organizations like cia better kim whether joking,1
find challenge,1
best leader earth,1
hand put face survived,1
kim jong goon,0
biden dictator,0
one female murderer underwent ownership,-1
want travel north korea someday looks like good place,1
dude small hands,0
sister kim jong un better political character arc world warcraft leaders ayo blizzard,1
young women know done yes right demonstrate jokes runaway vehicle yes suspicious,1
men must legitimate modernize military military sold like private military work,1
sickening display psychophantism,-1
ooo lord know look kim riding horse today sheesh best thing iv es day,1
wow documentary movie amazing let go nat geo,1
poor girls hope peace,1
north koreans need sense rest know history germany france etc,0
horse opening poor horse,-1
anyone see kim jong un cartoon adventure,1
people take seriously looks like potato settings,1
really like documentary really good job,1
kim putin horse,0
good documentary film one question bibi uncle disappeared central america tracked reporter sure nk agent getting closer finding two called cleaning hopefully done intentionally really intended reveal still alive place true middle america business cleanser,1
chemists go,0
one question two killers affected nerve agents,-1
fact film crew even enter north korea fact nature event performs documentary film propaganda weak unpleasant,-1
baby hand,1
hope kim find national geographic,1
pure cruelty fraud,-1
hero almost us college campuses,1
someone end kim jong un,0
thought kim launched missile national geographic office,1
documentary real eye opening never realize hot north korean women,0
anyone know filmed thank,1
believe american propaganda,-1
tried shoot course person phone,-1
