text_stopword,text_akhir,label
"['father', 'groomed', 'well']",father groomed well,0
"['noticed', 'current', 'pictures', 'kim', 'jung', 'un', 'wife', 'documentary']",noticed current pictures kim jung un wife documentary,0
"['super', 'interesting', 'thanks', 'nat', 'geo']",super interesting thanks nat geo,1
"['russia', 'wants', 'support', 'separatism', 'ukraine', 'europe', 'must', 'support', 'ukraine', 'united', 'states', 'must', 'support', 'europe', 'ukraine', 'tanx']",russia wants support separatism ukraine europe must support ukraine united states must support europe ukraine tanx,1
"['whole', 'video', 'american', 'propaganda', 'laughing', 'loud']",whole video american propaganda laughing loud,0
"['kim', 'real', 'life', 'kgf', 'hero', 'rocky', 'bhai']",kim real life kgf hero rocky bhai,1
"['wow', 'even', 'minute', 'already', 'several', 'judgemental', 'statements', 'made', 'think', 'nat', 'geo', 'would', 'way']",wow even minute already several judgemental statements made think nat geo would way,0
"['might', 'pertain', 'anything', 'docu', 'talking', 'yet', 'united', 'states', 'let', 'saudi', 'arabia', 'assassinate', 'one', 'citizens', 'united', 'states', 'donating', 'billion', 'trump', 'administrations', 'treasurer', 'soon', 'trump', 'could', 'lobby', 'senate', 'repercussions', 'even', 'donated', 'another', 'billion', 'jared', 'kushner', 'investments', 'choosing', 'even', 'though', 'saudis', 'accountants', 'red', 'flagged', 'endeavor', 'pushed', 'seems', 'like', 'saudis', 'buying', 'good', 'favors', 'trump', 'announces', 'running']",might pertain anything docu talking yet united states let saudi arabia assassinate one citizens united states donating billion trump administrations treasurer soon trump could lobby senate repercussions even donated another billion jared kushner investments choosing even though saudis accountants red flagged endeavor pushed seems like saudis buying good favors trump announces running,1
"['fact', 'dictators', 'scared', 'kim', 'jeong', 'hoon', 'wants', 'america', 'wants', 'american', 'thank', 'united', 'states', 'america', 'best', 'country', 'ever', 'forever']",fact dictators scared kim jeong hoon wants america wants american thank united states america best country ever forever,1
"['north', 'korean', 'sympathetic', 'propaganda']",north korean sympathetic propaganda,1
"['show', 'lie', 'kim', 'died', 'several', 'years', 'ago', 'wife', 'gone', 'pleasure', 'squad', 'gone', 'ng', 'bunch', 'liars', 'pushing', 'fake', 'news', 'clown', 'even', 'look', 'like']",show lie kim died several years ago wife gone pleasure squad gone ng bunch liars pushing fake news clown even look like,-1
"['absolutely', 'amazing', 'documentary', 'incredible', 'job', 'showing', 'us', 'actually', 'like', 'hope', 'nat', 'geo', 'makes', 'content', 'like', 'makes', 'vice', 'documentaries', 'look', 'like', 'complete', 'joke']",absolutely amazing documentary incredible job showing us actually like hope nat geo makes content like makes vice documentaries look like complete joke,1
"['wow', 'almost', 'thought', 'speaking', 'nato', 'usa']",wow almost thought speaking nato usa,0
"['uncovered', 'assassin', 'performed', 'cia', 'cause', 'cooperating', 'cia', 'mean', 'using', 'aid', 'kim']",uncovered assassin performed cia cause cooperating cia mean using aid kim,-1
"['th', 'largest', 'military', 'millions', 'soldiers', 'armed', 'russian', 'weapons', 'would', 'get', 'chewed', 'modern', 'weapons', 'looking', 'russia']",th largest military millions soldiers armed russian weapons would get chewed modern weapons looking russia,0
"['would', 'tried', 'convincing', 'kim', 'convert', 'government', 'one', 'like', 'uk', 'figurehead', 'queen', 'england', 'even', 'emperor', 'japan', 'rakes', 'tons', 'money', 'maintains', 'king', 'godly', 'role', 'certain', 'people', 'would', 'still', 'follow']",would tried convincing kim convert government one like uk figurehead queen england even emperor japan rakes tons money maintains king godly role certain people would still follow,1
"['criminal', 'regime', 'ok', 'filthy', 'biden', 'democrat', 'corrupt', 'regime', 'thats', 'worse']",criminal regime ok filthy biden democrat corrupt regime thats worse,-1
"['someone', 'needs', 'free', 'horse', 'country', 'horse', 'first']",someone needs free horse country horse first,1
"['bot', 'like', 'comments', 'copy', 'paste']",bot like comments copy paste,0
"['sure', 'guy', 'switzerland', 'kim']",sure guy switzerland kim,1
"['last', 'two', 'years', 'showed', 'dangerous', 'dictators', 'pointing', 'towards', 'west', 'counties']",last two years showed dangerous dictators pointing towards west counties,-1
"['nowhere', 'near', 'fourth', 'largest', 'military', 'planet', 'stick', 'facts', 'instead', 'propaganda']",nowhere near fourth largest military planet stick facts instead propaganda,0
"['punishment', 'god', 'committed', 'great', 'sins', 'god', 'would', 'sent', 'punishment', 'like', 'upon']",punishment god committed great sins god would sent punishment like upon,1
"['cute', 'face', 'great', 'hairline', 'sweet', 'smile']",cute face great hairline sweet smile,1
"['surprising', 'sister', 'shot', 'caller', 'starting', 'believe', 'tell', 'us', 'women', 'bad', 'trick', 'us', 'women', 'dominating', 'right', 'places', 'great', 'reporting', 'love', 'documentary']",surprising sister shot caller starting believe tell us women bad trick us women dominating right places great reporting love documentary,1
"['trip', 'lived', 'europe']",trip lived europe,0
"['nk', 'portraying', 'socialist', 'fairyland', 'sounds', 'lot', 'like', 'media', 'usa', 'everything', 'democrats', 'good', 'republicans', 'bad', 'must', 'good', 'giving', 'away', 'freedom', 'speak', 'thoughts']",nk portraying socialist fairyland sounds lot like media usa everything democrats good republicans bad must good giving away freedom speak thoughts,1
"['one', 'worst', 'leader', 'earth']",one worst leader earth,-1
"['believe', 'finished', 'minute', 'long', 'documentary', 'one', 'deadliest', 'human', 'beings', 'earth', 'without', 'skipping', 'also', 'goes', 'show', 'much', 'need', 'trump', 'back', 'office']",believe finished minute long documentary one deadliest human beings earth without skipping also goes show much need trump back office,0
"['feeling', 'bad', 'horse']",feeling bad horse,-1
"['calling', 'documentary', 'like', 'calling', 'big', 'mac', 'food']",calling documentary like calling big mac food,0
"['narrator', 'like', 'snow', 'wild', 'meatball', 'appears', 'well', 'wild', 'hamburger', 'meatball', 'riding']",narrator like snow wild meatball appears well wild hamburger meatball riding,0
"['great', 'documentary', 'informative']",great documentary informative,1
"['knows', 'run', 'country', 'honestly']",knows run country honestly,1
"['great', 'leader']",great leader,1
"['unfortunately', 'mad', 'world']",unfortunately mad world,-1
"['countries', 'conquered', 'world', 'long', 'history', 'colonization', 'democracies', 'countries', 'sent', 'arrow', 'life', 'another', 'country', 'dictatorships']",countries conquered world long history colonization democracies countries sent arrow life another country dictatorships,0
"['choice', 'nk', 'resumes', 'nuclear', 'testing']",choice nk resumes nuclear testing,0
"['coin', 'sides', 'never', 'know', 'side']",coin sides never know side,0
"['good', 'job', 'kim', 'jong', 'bio', 'laughing', 'loud', 'totally', 'love']",good job kim jong bio laughing loud totally love,1
"['country', 'send', 'switzerland', 'get', 'educated', 'ex', 'yu', 'likely', 'nicola']",country send switzerland get educated ex yu likely nicola,0
"['could', 'twice', 'long', 'would', 'kept', 'attention', 'entire', 'time', 'nicely', 'done']",could twice long would kept attention entire time nicely done,1
"['kim', 'jong', 'cartoon']",kim jong cartoon,0
"['incredible', 'documentary']",incredible documentary,1
"['years', 'likely', 'still', 'young']",years likely still young,0
"['know', 'movies', 'villain', 'always', 'one', 'evil', 'sister', 'yeah', 'thats', 'kim', 'yo', 'jong', 'flesh']",know movies villain always one evil sister yeah thats kim yo jong flesh,-1
"['woman', 'knew', 'thats', 'ran', 'straight', 'washroom', 'wash', 'vx', 'nerve', 'agent', 'hands', 'avoid', 'poisoned', 'vx', 'works', 'best', 'inhaled', 'eaten', 'absorbed', 'mucous', 'membranes', 'contact', 'skin', 'washed', 'soon', 'enough', 'lethal', 'knew', 'made', 'bee', 'line', 'straight', 'washroom', 'claimed', 'thought', 'prank', 'laughing', 'loud', 'shes', 'lying', 'b']",woman knew thats ran straight washroom wash vx nerve agent hands avoid poisoned vx works best inhaled eaten absorbed mucous membranes contact skin washed soon enough lethal knew made bee line straight washroom claimed thought prank laughing loud shes lying b,1
"['dude', 'actually', 'good', 'things', 'country', 'kill', 'foreign', 'leader', 'like', 'americans', 'yet', 'call', 'names', 'dictator']",dude actually good things country kill foreign leader like americans yet call names dictator,1
"['wow', 'kim', 'tv', 'series', 'watch', 'netflix']",wow kim tv series watch netflix,0
"['documentary', 'thanks']",documentary thanks,0
"['according', 'western', 'community', 'one', 'doesnt', 'listen', 'cruel', 'harsh', 'dictator']",according western community one doesnt listen cruel harsh dictator,-1
"['anti', 'communism', 'real', 'rabbit', 'hole']",anti communism real rabbit hole,1
"['documenart', 'vanilla', 'comparison', 'actually', 'happening', 'north', 'korea', 'anyone', 'intrested', 'north', 'south', 'korea', 'war', 'end', 'never', 'signed', 'peace', 'treaty', 'still', 'war']",documenart vanilla comparison actually happening north korea anyone intrested north south korea war end never signed peace treaty still war,0
"['documentary', 'terrible', 'theme', 'music', 'barely', 'discernable', 'faint', 'talking', 'background', 'failed', 'sound', 'editing', 'national', 'geographic']",documentary terrible theme music barely discernable faint talking background failed sound editing national geographic,-1
"['want', 'say', 'yes', 'kim', 'dictator', 'said', 'documentary', 'could', 'may', 'true', 'america', 'making', 'look', 'bad', 'even', 'bad', 'america', 'needs', 'villain', 'defeat', 'like', 'indian', 'politics', 'need', 'religion', 'america', 'needs', 'bad', 'guy', 'target', 'sins', 'point', 'view', 'think', 'one', 'every', 'country', 'drug', 'problems', 'guns', 'problem', 'america', 'position', 'say', 'north', 'korea', 'nuclear', 'weapon', 'america', 'leading', 'race', 'nuclear', 'weapons', 'even', 'stopped', 'india', 'nuclear', 'weapons', 'today', 'america', 'nothing', 'bully', 'today', 'day', 'could', 'intervened', 'ukraine', 'russia', 'war', 'chosen', 'spectators', 'scolding', 'indian', 'policies', 'favor', 'russia', 'hypocrites']",want say yes kim dictator said documentary could may true america making look bad even bad america needs villain defeat like indian politics need religion america needs bad guy target sins point view think one every country drug problems guns problem america position say north korea nuclear weapon america leading race nuclear weapons even stopped india nuclear weapons today america nothing bully today day could intervened ukraine russia war chosen spectators scolding indian policies favor russia hypocrites,-1
"['assassin', 'prank', 'bro', 'chill']",assassin prank bro chill,0
"['better', 'biden']",better biden,1
"['comes', 'power', 'women', 'scaryyyyyyyyyyy']",comes power women scaryyyyyyyyyyy,0
"['think', 'bobby', 'lee', 'watch', 'kim', 'jong', 'un']",think bobby lee watch kim jong un,0
"['takes', 'country', 'leader', 'remain', 'alive', 'despite', 'cia', 'interference', 'alive', 'else', 'nato', 'army', 'would', 'door', 'step', 'liberate', 'people']",takes country leader remain alive despite cia interference alive else nato army would door step liberate people,0
"['amazing', 'would', 'love', 'see', 'bit', 'current', 'living', 'standards', 'average', 'citizens', 'probably', 'allow', 'western', 'media', 'document', 'something', 'like']",amazing would love see bit current living standards average citizens probably allow western media document something like,1
"['bloodline', 'dictatorships', 'dangerous', 'happens', 'bloodline', 'pops', 'paranoid', 'schizophrenic']",bloodline dictatorships dangerous happens bloodline pops paranoid schizophrenic,-1
"['first', 'kim', 'jun', 'un', 'know', 'going', 'date', 'time', 'interesting']",first kim jun un know going date time interesting,1
"['huge', 'respect', 'un', 'opens', 'modernises', 'country']",huge respect un opens modernises country,1
"['soviet', 'union', 'gulag', 'stalin', 'loved', 'send', 'people', 'crimes', 'crimes', 'kim', 'converted', 'whole', 'north', 'korea', 'gulag', 'kim', 'like', 'jailer', 'president']",soviet union gulag stalin loved send people crimes crimes kim converted whole north korea gulag kim like jailer president,1
"['destroy', 'brother', 'cunning']",destroy brother cunning,0
"['national', 'geographics', 'finally', 'come', 'senses', 'history', 'channel']",national geographics finally come senses history channel,0
"['stupid', 'headline', 'cause', 'could', 'never', 'get', 'inside', 'mind', 'dictator', 'unless', 'one']",stupid headline cause could never get inside mind dictator unless one,-1
"['kim', 'yong', 'nam', 'killed', 'chinese', 'assassins']",kim yong nam killed chinese assassins,0
"['think', 'north', 'korea', 'legitimate', 'threat', 'united', 'states', 'laughable', 'best']",think north korea legitimate threat united states laughable best,1
"['point', 'people', 'country', 'including', 'soldiers', 'going', 'rise', 'take', 'country', 'back', 'remove', 'kim', 'never', 'give', 'power', 'taken', 'force']",point people country including soldiers going rise take country back remove kim never give power taken force,0
"['laughing', 'loud', 'united', 'states', 'became', 'world', 'dominating', 'powerhouse', 'peace', 'spreading', 'democracy', 'oligarchy', 'pentagon', 'stops', 'inviting', 'war', 'give', 'country', 'good', 'loook', 'spend', 'almost', 'trillion', 'dollars', 'war', 'us', 'year', 'last', 'time', 'checked', 'gjust', 'one', 'quarter', 'money', 'could', 'give', 'everyone', 'decent', 'healthcare', 'north', 'korea', 'threat', 'united', 'states', 'needs', 'learn', 'peace']",laughing loud united states became world dominating powerhouse peace spreading democracy oligarchy pentagon stops inviting war give country good loook spend almost trillion dollars war us year last time checked gjust one quarter money could give everyone decent healthcare north korea threat united states needs learn peace,1
"['amazing', 'documentary', 'time', 'alive', 'get', 'access', 'sort', 'stuff', 'free', 'keep', 'national', 'geography']",amazing documentary time alive get access sort stuff free keep national geography,1
"['think', 'horrifying', 'try', 'humanize', 'dictator', 'despite', 'thank', 'making', 'video', 'available', 'everybody']",think horrifying try humanize dictator despite thank making video available everybody,-1
"['good', 'terrorists', 'western', 'countries']",good terrorists western countries,1
"['people', 'would', 'actually', 'love', 'let', 'free', 'whatever', 'want']",people would actually love let free whatever want,1
"['never', 'looked', 'lego', 'shaped', 'horse']",never looked lego shaped horse,0
"['political', 'thought', 'national', 'geographic', 'neutral', 'stand', 'world', 'affairs']",political thought national geographic neutral stand world affairs,0
"['president', 'us', 'keeping', 'evil', 'us', 'mean']",president us keeping evil us mean,-1
"['anyone', 'payed', 'atttention', 'brazilian', 'nationality', 'passport']",anyone payed atttention brazilian nationality passport,0
"['puny', 'people', 'clapping', 'like', 'scared', 'rats', 'infront', 'dictator', 'child', 'like', 'incessant', 'clapping']",puny people clapping like scared rats infront dictator child like incessant clapping,0
"['good', 'documentary', 'knew', 'pieces', 'north', 'korean', 'defectors', 'youtubers', 'managed', 'compile', 'everything']",good documentary knew pieces north korean defectors youtubers managed compile everything,1
"['trust', 'guy', 'kim', 'soft', 'power', 'cia', 'turned', 'bro', 'spy', 'would', 'sending', 'novichok', 'senate', 'langley', 'within', 'week', 'guys', 'beefing', 'amateurs']",trust guy kim soft power cia turned bro spy would sending novichok senate langley within week guys beefing amateurs,0
"['pity', 'horse']",pity horse,0
"['ng', 'guys', 'one', 'ccp', 'oh', 'wait', 'pro']",ng guys one ccp oh wait pro,0
"['mind', 'looking', 'yumis', 'comment']",mind looking yumis comment,0
"['whoever', 'playing', 'rules', 'dictator', 'time']",whoever playing rules dictator time,0
"['like', 'movie', 'interview']",like movie interview,0
"['think', 'going', 'take', 'another', 'generations', 'kim', 'family', 'steps']",think going take another generations kim family steps,0
"['ironic', 'make', 'note', 'social', 'media', 'internet', 'media', 'weapon', 'government', 'seeing', 'western', 'media', 'exact', 'thing', 'rose', 'colored', 'lens']",ironic make note social media internet media weapon government seeing western media exact thing rose colored lens,1
"['propaganda', 'bad', 'better', 'capitalist']",propaganda bad better capitalist,0
[],,0
"['naive', 'pin', 'developing', 'direction', 'entire', 'country', 'one', 'person', 'must', 'political', 'groups', 'within', 'ruling', 'class', 'different', 'opinions', 'easy', 'reform', 'country', 'even', 'paramount', 'leader', 'wants', 'persuade', 'factions', 'inside', 'ruling', 'class', 'play', 'along']",naive pin developing direction entire country one person must political groups within ruling class different opinions easy reform country even paramount leader wants persuade factions inside ruling class play along,0
"['surprised', 'many', 'people', 'able', 'interview', 'absolutely', 'fantastic', 'natgeo']",surprised many people able interview absolutely fantastic natgeo,1
"['staging', 'absolutely', 'hilarious']",staging absolutely hilarious,1
"['read', 'psalms', 'king', 'david']",read psalms king david,0
"['media', 'control', 'terrori', 'america', 'think', 'share', 'anything', 'anyone', 'blindly', 'accept', 'hypocrisy', 'america', 'peak', 'hate', 'pakistan']",media control terrori america think share anything anyone blindly accept hypocrisy america peak hate pakistan,-1
"['kim', 'jon', 'great', 'leader', 'threats', 'america', 'america', 'ideology', 'keep', 'subjected', 'whole', 'world', 'order', 'individuals', 'country', 'grow', 'economically', 'get', 'prosperity', 'development', 'country', 'therefore', 'america', 'favour', 'capitalism', 'produce', 'colonial', 'system', 'divide', 'nations', 'make', 'weakened', 'usa', 'always', 'oppose', 'revolutionised', 'countries', 'russia', 'china', 'iran', 'independent', 'states', 'thats', 'america', 'biggest', 'terrorist', 'world', 'impose', 'sanctions', 'development', 'countries', 'america', 'defeat', 'north', 'korea', 'thats', 'promoting', 'negative', 'news', 'defame', 'eyes', 'world', 'actual', 'north', 'korea', 'developming', 'country']",kim jon great leader threats america america ideology keep subjected whole world order individuals country grow economically get prosperity development country therefore america favour capitalism produce colonial system divide nations make weakened usa always oppose revolutionised countries russia china iran independent states thats america biggest terrorist world impose sanctions development countries america defeat north korea thats promoting negative news defame eyes world actual north korea developming country,1
"['dictator', 'boils', 'three', 'key', 'points', 'nepotism', 'immaturity', 'war', 'crimes', 'economic', 'sanctions']",dictator boils three key points nepotism immaturity war crimes economic sanctions,0
['love'],love,1
"['woman', 'sister', 'dangerous', 'kim']",woman sister dangerous kim,-1
"['laughing', 'loud', 'believe', 'women', 'though']",laughing loud believe women though,0
"['power', 'full', 'lider']",power full lider,1
"['one', 'sided']",one sided,0
"['sister', 'terrifying', 'thought']",sister terrifying thought,-1
"['hillarious', 'see', 'hypocrasy', 'guys', 'ones', 'living', 'called', 'free', 'democracy', 'dictatorship', 'blaming', 'others', 'dictators', 'would', 'say', 'go', 'clean', 'yard', 'lecturing', 'others', 'democracy', 'free', 'world']",hillarious see hypocrasy guys ones living called free democracy dictatorship blaming others dictators would say go clean yard lecturing others democracy free world,1
"['women', 'get', 'affected', 'chemical', 'agent', 'think', 'seen', 'gloves', 'miss']",women get affected chemical agent think seen gloves miss,0
"['thank', 'national', 'geographic', 'channel', 'letting', 'us', 'get', 'see', 'part', 'world', 'accessible', 'outside', 'world']",thank national geographic channel letting us get see part world accessible outside world,1
"['imagine', 'war', 'killed', 'dennis', 'rodman']",imagine war killed dennis rodman,-1
"['video', 'manage', 'shoot']",video manage shoot,0
"['thought', 'fat', 'kid', 'spiderman', 'thats', 'clicked', 'ahhh']",thought fat kid spiderman thats clicked ahhh,0
"['dilemma', 'stay', 'strong', 'resist', 'garbage', 'progpaganda', 'like', 'lead', 'destruction', 'country', 'western', 'exploitionation', 'rests', 'american', 'imperialism', 'protect', 'citizens']",dilemma stay strong resist garbage progpaganda like lead destruction country western exploitionation rests american imperialism protect citizens,1
"['hear', 'supreme', 'leader', 'huge', 'fan', 'strip', 'bars']",hear supreme leader huge fan strip bars,1
"['human', 'beings', 'fascinating', 'scary', 'time']",human beings fascinating scary time,0
"['many', 'african', 'nations', 'like', 'control', 'masses', 'fear', 'poverty']",many african nations like control masses fear poverty,1
"['hilarious', 'called', 'us', 'media', 'houses', 'likes', 'seem', 'ability', 'smell', 'country', 'armpits']",hilarious called us media houses likes seem ability smell country armpits,1
"['strong', 'presentation']",strong presentation,1
['intresting'],intresting,0
"['documentary', 'really', 'fascinating', 'humanize', 'un', 'lot', 'thought', 'actually', 'documentary', 'sounds', 'like', 'trying', 'best', 'good', 'leader', 'without', 'losing', 'power', 'seems', 'like', 'best', 'dictator', 'people', 'nk', 'still', 'benefitted', 'actually', 'makes', 'friends', 'countries', 'open', 'border', 'quality', 'life', 'must', 'bad']",documentary really fascinating humanize un lot thought actually documentary sounds like trying best good leader without losing power seems like best dictator people nk still benefitted actually makes friends countries open border quality life must bad,1
"['gone', 'manny', 'commercial', 'getting', 'worse', 'time']",gone manny commercial getting worse time,-1
"['manny', 'commercial', 'getting', 'worse', 'time']",manny commercial getting worse time,-1
"['generals', 'muzzle', 'discipline', 'sitting', 'couch']",generals muzzle discipline sitting couch,0
"['bad', 'negative', 'comments', 'hidden', 'laughing', 'loud']",bad negative comments hidden laughing loud,-1
"['nice', 'see', 'actual', 'documentary', 'instead', 'dungeon', 'mermaids', 'outer', 'space']",nice see actual documentary instead dungeon mermaids outer space,1
"['jong', 'un', 'still', 'much', 'better', 'xitler', 'cn']",jong un still much better xitler cn,1
"['awesome', 'documentary', 'information']",awesome documentary information,1
"['north', 'korean', 'promotion', 'want', 'world', 'admire', 'nk', 'every', 'thing', 'coordinated', 'make', 'find', 'impressed']",north korean promotion want world admire nk every thing coordinated make find impressed,1
"['joe', 'biden']",joe biden,0
"['important', 'documentary', 'thanks', 'made', 'doc', 'available', 'us', 'know', 'kju', 'real', 'criminal']",important documentary thanks made doc available us know kju real criminal,0
"['young', 'kim', 'jong', 'un', 'looks', 'like', 'guy', 'raid', 'indonesian', 'malaysian', 'movie']",young kim jong un looks like guy raid indonesian malaysian movie,0
"['id', 'like', 'say', 'thanks', 'communist', 'ideology', 'another', 'great', 'utopia', 'managed', 'deliver', 'woooo']",id like say thanks communist ideology another great utopia managed deliver woooo,1
"['biden', 'trying', 'hard', 'become', 'one']",biden trying hard become one,-1
"['india', 'world', 'th', 'largest', 'military', 'force']",india world th largest military force,0
['popbob'],popbob,0
"['yo', 'jong', 'long', 'true', 'threat', 'north', 'korea']",yo jong long true threat north korea,1
"['big', 'chubby', 'cheeks', 'even', 'bouncing', 'xd']",big chubby cheeks even bouncing xd,0
"['person', 'north', 'korea', 'goes', 'weight', 'watchers']",person north korea goes weight watchers,0
"['sir', 'video', 'doub', 'hindi', 'language', 'please', 'sir']",sir video doub hindi language please sir,0
"['also', 'make', 'program', 'khamenei', 'supreme', 'leader', 'iran', 'dictator', 'thinking', 'nuclear', 'missiles']",also make program khamenei supreme leader iran dictator thinking nuclear missiles,0
"['would', 'love', 'see', 'kim', 'go', 'softly', 'goodnight', 'nothing', 'flashy', 'want', 'anymore', 'want', 'see', 'people', 'north', 'korea', 'rise', 'take', 'back', 'country', 'fact', 'disappointed', 'south', 'korea', 'help', 'liberate', 'people', 'north', 'korea']",would love see kim go softly goodnight nothing flashy want anymore want see people north korea rise take back country fact disappointed south korea help liberate people north korea,-1
"['one', 'fault', 'look', 'mess', 'create', 'hate', 'globally', 'learned', 'love', 'want', 'know', 'spirit']",one fault look mess create hate globally learned love want know spirit,-1
"['god', 'poor', 'poor', 'horse']",god poor poor horse,-1
"['thank', 'god', 'still', 'alternative', 'western', 'imperialism']",thank god still alternative western imperialism,0
"['kim', 'jong', 'military', 'needs', 'practice', 'send', 'help', 'russia', 'ukraine']",kim jong military needs practice send help russia ukraine,0
"['sister', 'straight', 'evil']",sister straight evil,-1
"['would', 'like', 'grow', 'like']",would like grow like,0
"['reason', 'wwlll']",reason wwlll,0
"['unless', 'woman', 'iq', 'obvious', 'knew', 'exactly']",unless woman iq obvious knew exactly,1
"['poor', 'horse']",poor horse,-1
"['ski', 'resorts', 'nukes', 'welcome', 'n', 'korea']",ski resorts nukes welcome n korea,1
"['us', 'normal', 'human', 'biengs', 'would', 'run', 'away', 'satanic', 'system']",us normal human biengs would run away satanic system,0
"['feel', 'bad', 'women', 'using', 'civilians', 'especially', 'two', 'rather', 'naive', 'young', 'women', 'terrifying', 'heartless', 'two', 'women', 'could', 'anyone', 'anywhere', 'sister', 'daughter', 'creating', 'elaborate', 'narrative', 'rouse', 'months', 'normalizing', 'behavior', 'would', 'otherwise', 'seem', 'odd', 'execution', 'plan', 'incredibly', 'thorough', 'nearly', 'flawless']",feel bad women using civilians especially two rather naive young women terrifying heartless two women could anyone anywhere sister daughter creating elaborate narrative rouse months normalizing behavior would otherwise seem odd execution plan incredibly thorough nearly flawless,0
"['millions', 'starving', 'people', 'north', 'korea']",millions starving people north korea,0
"['think', 'well', 'know', 'exactly']",think well know exactly,1
"['great', 'video', 'ng']",great video ng,1
"['kim', 'head', 'cce', 'criminal', 'continuing', 'enterprise']",kim head cce criminal continuing enterprise,-1
"['assins', 'waiting', 'kill']",assins waiting kill,0
"['james', 'look', 'like', 'thing', 'funny', 'telling', 'lies', 'james', 'looks', 'deadly', 'serious']",james look like thing funny telling lies james looks deadly serious,0
"['come', 'says', 'playing', 'actor', 'rule', 'yea', 'right', 'ok', 'triained', 'assassins', 'ok', 'wake', 'grow', 'professional', 'trade', 'ok']",come says playing actor rule yea right ok triained assassins ok wake grow professional trade ok,1
"['little', 'dinner', 'roll', 'laughing', 'loud', 'cute', 'name', 'fat', 'little', 'dictator']",little dinner roll laughing loud cute name fat little dictator,0
"['lack', 'individuality', 'asian', 'faces', 'appearances', 'sad', 'look', 'like', 'clones', 'started', 'breeding', 'slightly', 'differentiated', 'time']",lack individuality asian faces appearances sad look like clones started breeding slightly differentiated time,-1
"['kim', 'jun', 'un', 'died', 'ten', 'years', 'poor', 'health', 'stop', 'eating', 'much']",kim jun un died ten years poor health stop eating much,0
"['laughing', 'loud', 'huge', 'military', 'loads', 'generals', 'thousands', 'tanks', 'yet', 'small', 'european', 'power', 'could', 'absolutely', 'whoop', 'nks', 'army', 'conflict', 'us', 'would', 'liquidate', 'nks', 'entire', 'military', 'weekend']",laughing loud huge military loads generals thousands tanks yet small european power could absolutely whoop nks army conflict us would liquidate nks entire military weekend,0
"['c', 'mon', 'nice', 'guy', 'c', 'mon', 'c', 'mon', 'mean']",c mon nice guy c mon c mon mean,1
['tubby'],tubby,0
"['people', 'faking', 'happy', 'fear', 'death']",people faking happy fear death,1
['insane'],insane,-1
"['riding', 'horse', 'mcdonald']",riding horse mcdonald,0
"['assassin', 'cutie', 'patootie']",assassin cutie patootie,0
"['wow', 'related', 'joe', 'biden', 'cause', 'like', 'identical', 'twins', 'every', 'way']",wow related joe biden cause like identical twins every way,0
"['vive', 'north', 'korea']",vive north korea,0
"['nerve', 'agent', 'affect', 'two', 'women']",nerve agent affect two women,0
"['someone', 'sells', 'kenya', 'secrets', 'countries', 'receive', 'treatment', 'kim', 'received', 'bet', 'us', 'would', 'done', 'us', 'citizen', 'betraying', 'country', 'russia', 'iran', 'china']",someone sells kenya secrets countries receive treatment kim received bet us would done us citizen betraying country russia iran china,0
"['plays', 'bad', 'cop', 'good', 'cop', 'setting', 'failure', 'anything', 'happens', 'considered', 'successor', 'women', 'get', 'labeled', 'seen', 'unfit', 'matter', 'qualities', 'anyways', 'probably', 'moot', 'point']",plays bad cop good cop setting failure anything happens considered successor women get labeled seen unfit matter qualities anyways probably moot point,-1
"['usa', 'ran', 'different']",usa ran different,0
"['great', 'content', 'always']",great content always,1
"['watched', 'end', 'without', 'even', 'realizing']",watched end without even realizing,0
"['still', 'waiting', 'documentary', 'us', 'regime']",still waiting documentary us regime,0
"['north', 'korea', 'largest', 'psychiatric', 'hospital', 'planet', 'dangerous', 'patients', 'guards']",north korea largest psychiatric hospital planet dangerous patients guards,-1
"['know', 'time', 'place', 'laughing', 'loud', 'dude', 'left', 'reminded', 'young', 'jhope', 'please', 'someone', 'tell', 'one', 'like', 'wth']",know time place laughing loud dude left reminded young jhope please someone tell one like wth,0
"['nobody', 'interesting', 'un', 'men', 'important', 'anything', 'un', 'entre', 'world', 'fool', 'incompetente', 'por', 'mind']",nobody interesting un men important anything un entre world fool incompetente por mind,1
"['good', 'documentary', 'well', 'done']",good documentary well done,1
"['horseback', 'riding', 'putin', 'showing', 'us', 'cowboys']",horseback riding putin showing us cowboys,0
"['watch', 'remember', 'staged', 'videos', 'north', 'korea', 'wants', 'us', 'see', 'never', 'gulags', 'many', 'citizens', 'suffer', 'starve', 'die']",watch remember staged videos north korea wants us see never gulags many citizens suffer starve die,1
"['kim', 'jong', 'un', 'sister', 'scary', 'looks', 'like', 'shes', 'playin', 'snd', 'theres', 'something', 'smile']",kim jong un sister scary looks like shes playin snd theres something smile,0
"['see', 'thoses', 'womens', 'crying', 'part', 'job', 'manipulation', 'years', 'jail', 'millions', 'dollars', 'death', 'sentence', 'life', 'human', 'least', 'cost', 'life', 'killer', 'otherwise', 'always', 'find', 'people', 'willing', 'spend', 'even', 'years', 'jail', 'millions', 'family', 'one', 'would', 'give', 'life']",see thoses womens crying part job manipulation years jail millions dollars death sentence life human least cost life killer otherwise always find people willing spend even years jail millions family one would give life,0
